rank_in_chain	mark_ref	matt_ref	score	op_index	op	mark_segment	matt_segment
220	Mark 11:23	Matt 21:21	0.443102	1	insert		αποκριθεισ δε ο ιησουσ ειπεν αυτοισ
220	Mark 11:23	Matt 21:21	0.443102	2	equal	αμην λεγω υμιν	αμην λεγω υμιν
220	Mark 11:23	Matt 21:21	0.443102	3	replace	οτι οσ αν ειπη	εαν εχητε πιστιν και μη διακριθητε ου μονον το τησ συκησ ποιησετε αλλα καν
220	Mark 11:23	Matt 21:21	0.443102	4	equal	τω ορει τουτω	τω ορει τουτω
220	Mark 11:23	Matt 21:21	0.443102	5	insert		ειπητε
220	Mark 11:23	Matt 21:21	0.443102	6	equal	αρθητι και βληθητι εισ την θαλασσαν	αρθητι και βληθητι εισ την θαλασσαν
220	Mark 11:23	Matt 21:21	0.443102	7	replace	και μη διακριθη εν τη καρδια αυτου αλλα πιστευη οτι ο λαλει γινεται εσται αυτω	γενησεται
221	Mark 11:24	Matt 21:22	0.387191	1	replace	δια τουτο λεγω υμιν	και
221	Mark 11:24	Matt 21:22	0.387191	2	equal	παντα οσα	παντα οσα
221	Mark 11:24	Matt 21:22	0.387191	3	replace	προσευχεσθε και αιτεισθε πιστευετε οτι ελαβετε και εσται υμιν	αν αιτησητε εν τη προσευχη πιστευοντεσ λημψεσθε
222	Mark 11:28	Matt 21:23	0.532182	1	equal	και	και
222	Mark 11:28	Matt 21:23	0.532182	2	replace	ελεγον	ελθοντοσ αυτου εισ το ιερον προσηλθον
222	Mark 11:28	Matt 21:23	0.532182	3	equal	αυτω	αυτω
222	Mark 11:28	Matt 21:23	0.532182	4	insert		διδασκοντι οι αρχιερεισ και οι πρεσβυτεροι του λαου λεγοντεσ
222	Mark 11:28	Matt 21:23	0.532182	5	equal	εν ποια εξουσια ταυτα ποιεισ	εν ποια εξουσια ταυτα ποιεισ
222	Mark 11:28	Matt 21:23	0.532182	6	replace	η	και
222	Mark 11:28	Matt 21:23	0.532182	7	equal	τισ σοι εδωκεν την εξουσιαν ταυτην	τισ σοι εδωκεν την εξουσιαν ταυτην
222	Mark 11:28	Matt 21:23	0.532182	8	delete	ινα ταυτα ποιησ	
223	Mark 11:29	Matt 21:24	0.573778	1	insert		αποκριθεισ δε
223	Mark 11:29	Matt 21:24	0.573778	2	equal	ο	ο
223	Mark 11:29	Matt 21:24	0.573778	3	delete	δε	
223	Mark 11:29	Matt 21:24	0.573778	4	equal	ιησουσ ειπεν αυτοισ	ιησουσ ειπεν αυτοισ
223	Mark 11:29	Matt 21:24	0.573778	5	replace	επερωτησω	ερωτησω
223	Mark 11:29	Matt 21:24	0.573778	6	equal	υμασ	υμασ
223	Mark 11:29	Matt 21:24	0.573778	7	insert		καγω λογον
223	Mark 11:29	Matt 21:24	0.573778	8	equal	ενα	ενα
223	Mark 11:29	Matt 21:24	0.573778	9	replace	λογον και αποκριθητε	ον εαν ειπητε
223	Mark 11:29	Matt 21:24	0.573778	10	equal	μοι	μοι
223	Mark 11:29	Matt 21:24	0.573778	11	replace	και	καγω υμιν
223	Mark 11:29	Matt 21:24	0.573778	12	equal	ερω	ερω
223	Mark 11:29	Matt 21:24	0.573778	13	delete	υμιν	
223	Mark 11:29	Matt 21:24	0.573778	14	equal	εν ποια εξουσια ταυτα ποιω	εν ποια εξουσια ταυτα ποιω
224	Mark 11:31	Matt 21:25	0.524312	1	replace	και	το βαπτισμα το ιωαννου ποθεν ην εξ ουρανου η εξ ανθρωπων οι δε
224	Mark 11:31	Matt 21:25	0.524312	2	equal	διελογιζοντο	διελογιζοντο
224	Mark 11:31	Matt 21:25	0.524312	3	replace	προσ εαυτουσ	εν εαυτοισ
224	Mark 11:31	Matt 21:25	0.524312	4	equal	λεγοντεσ	λεγοντεσ
224	Mark 11:31	Matt 21:25	0.524312	5	delete	τι ειπωμεν	
224	Mark 11:31	Matt 21:25	0.524312	6	equal	εαν ειπωμεν εξ ουρανου ερει	εαν ειπωμεν εξ ουρανου ερει
224	Mark 11:31	Matt 21:25	0.524312	7	insert		ημιν
224	Mark 11:31	Matt 21:25	0.524312	8	equal	δια τι ουν ουκ επιστευσατε αυτω	δια τι ουν ουκ επιστευσατε αυτω
225	Mark 11:32	Matt 21:26	0.552882	1	replace	αλλα	εαν δε
225	Mark 11:32	Matt 21:26	0.552882	2	equal	ειπωμεν εξ ανθρωπων	ειπωμεν εξ ανθρωπων
225	Mark 11:32	Matt 21:26	0.552882	3	replace	εφοβουντο	φοβουμεθα
225	Mark 11:32	Matt 21:26	0.552882	4	equal	τον οχλον	τον οχλον
225	Mark 11:32	Matt 21:26	0.552882	5	replace	απαντεσ	παντεσ
225	Mark 11:32	Matt 21:26	0.552882	6	equal	γαρ	γαρ
225	Mark 11:32	Matt 21:26	0.552882	7	replace	ειχον	ωσ προφητην εχουσιν
225	Mark 11:32	Matt 21:26	0.552882	8	equal	τον ιωαννην	τον ιωαννην
225	Mark 11:32	Matt 21:26	0.552882	9	delete	οντωσ οτι προφητησ ην	
226	Mark 11:33	Matt 21:27	0.713324	1	equal	και αποκριθεντεσ τω ιησου	και αποκριθεντεσ τω ιησου
226	Mark 11:33	Matt 21:27	0.713324	2	replace	λεγουσιν	ειπαν
226	Mark 11:33	Matt 21:27	0.713324	3	equal	ουκ οιδαμεν	ουκ οιδαμεν
226	Mark 11:33	Matt 21:27	0.713324	4	insert		εφη αυτοισ
226	Mark 11:33	Matt 21:27	0.713324	5	equal	και	και
226	Mark 11:33	Matt 21:27	0.713324	6	replace	ο ιησουσ λεγει αυτοισ	αυτοσ
226	Mark 11:33	Matt 21:27	0.713324	7	equal	ουδε εγω λεγω υμιν εν ποια εξουσια ταυτα ποιω	ουδε εγω λεγω υμιν εν ποια εξουσια ταυτα ποιω
227	Mark 12:1	Matt 21:33	0.590015	1	insert		αλλην παραβολην ακουσατε ανθρωποσ ην οικοδεσποτησ οστισ εφυτευσεν αμπελωνα
227	Mark 12:1	Matt 21:33	0.590015	2	equal	και	και
227	Mark 12:1	Matt 21:33	0.590015	3	replace	ηρξατο αυτοισ εν παραβολαισ λαλειν αμπελωνα ανθρωποσ εφυτευσεν και	φραγμον αυτω
227	Mark 12:1	Matt 21:33	0.590015	4	equal	περιεθηκεν	περιεθηκεν
227	Mark 12:1	Matt 21:33	0.590015	5	delete	φραγμον	
227	Mark 12:1	Matt 21:33	0.590015	6	equal	και ωρυξεν	και ωρυξεν
227	Mark 12:1	Matt 21:33	0.590015	7	replace	υποληνιον	εν αυτω ληνον
227	Mark 12:1	Matt 21:33	0.590015	8	equal	και ωκοδομησεν πυργον και εξεδετο αυτον γεωργοισ και απεδημησεν	και ωκοδομησεν πυργον και εξεδετο αυτον γεωργοισ και απεδημησεν
228	Mark 12:2	Matt 21:34	0.468856	1	replace	και	οτε δε ηγγισεν ο καιροσ των καρπων
228	Mark 12:2	Matt 21:34	0.468856	2	equal	απεστειλεν	απεστειλεν
228	Mark 12:2	Matt 21:34	0.468856	3	insert		τουσ δουλουσ αυτου
228	Mark 12:2	Matt 21:34	0.468856	4	equal	προσ τουσ γεωργουσ	προσ τουσ γεωργουσ
228	Mark 12:2	Matt 21:34	0.468856	5	replace	τω καιρω δουλον ινα παρα των γεωργων λαβη απο των καρπων του αμπελωνοσ	λαβειν τουσ καρπουσ αυτου
229	Mark 12:3	Matt 21:35	0.289835	1	equal	και λαβοντεσ	και λαβοντεσ
229	Mark 12:3	Matt 21:35	0.289835	2	replace	αυτον	οι γεωργοι τουσ δουλουσ αυτου ον μεν
229	Mark 12:3	Matt 21:35	0.289835	3	equal	εδειραν	εδειραν
229	Mark 12:3	Matt 21:35	0.289835	4	replace	και απεστειλαν κενον	ον δε απεκτειναν ον δε ελιθοβολησαν
230	Mark 12:4	Matt 21:36	0.309968	1	delete	και	
230	Mark 12:4	Matt 21:36	0.309968	2	equal	παλιν απεστειλεν	παλιν απεστειλεν
230	Mark 12:4	Matt 21:36	0.309968	3	replace	προσ αυτουσ αλλον δουλον κακεινον εκεφαλιωσαν	αλλουσ δουλουσ πλειονασ των πρωτων
230	Mark 12:4	Matt 21:36	0.309968	4	equal	και	και
230	Mark 12:4	Matt 21:36	0.309968	5	replace	ητιμασαν	εποιησαν αυτοισ ωσαυτωσ
231	Mark 12:6	Matt 21:37	0.535803	1	replace	ετι ενα ειχεν υιον αγαπητον	υστερον δε
231	Mark 12:6	Matt 21:37	0.535803	2	equal	απεστειλεν	απεστειλεν
231	Mark 12:6	Matt 21:37	0.535803	3	delete	αυτον εσχατον	
231	Mark 12:6	Matt 21:37	0.535803	4	equal	προσ αυτουσ	προσ αυτουσ
231	Mark 12:6	Matt 21:37	0.535803	5	insert		τον υιον αυτου
231	Mark 12:6	Matt 21:37	0.535803	6	equal	λεγων	λεγων
231	Mark 12:6	Matt 21:37	0.535803	7	delete	οτι	
231	Mark 12:6	Matt 21:37	0.535803	8	equal	εντραπησονται τον υιον μου	εντραπησονται τον υιον μου
232	Mark 12:7	Matt 21:38	0.632062	1	replace	εκεινοι	οι
232	Mark 12:7	Matt 21:38	0.632062	2	equal	δε	δε
232	Mark 12:7	Matt 21:38	0.632062	3	delete	οι	
232	Mark 12:7	Matt 21:38	0.632062	4	equal	γεωργοι	γεωργοι
232	Mark 12:7	Matt 21:38	0.632062	5	replace	προσ εαυτουσ ειπαν οτι	ιδοντεσ τον υιον ειπον εν εαυτοισ
232	Mark 12:7	Matt 21:38	0.632062	6	equal	ουτοσ εστιν ο κληρονομοσ δευτε αποκτεινωμεν αυτον και	ουτοσ εστιν ο κληρονομοσ δευτε αποκτεινωμεν αυτον και
232	Mark 12:7	Matt 21:38	0.632062	7	replace	ημων εσται η κληρονομια	σχωμεν την κληρονομιαν αυτου
233	Mark 12:8	Matt 21:39	0.726815	1	equal	και λαβοντεσ	και λαβοντεσ
233	Mark 12:8	Matt 21:39	0.726815	2	delete	απεκτειναν	
233	Mark 12:8	Matt 21:39	0.726815	3	equal	αυτον	αυτον
233	Mark 12:8	Matt 21:39	0.726815	4	delete	και	
233	Mark 12:8	Matt 21:39	0.726815	5	equal	εξεβαλον	εξεβαλον
233	Mark 12:8	Matt 21:39	0.726815	6	delete	αυτον	
233	Mark 12:8	Matt 21:39	0.726815	7	equal	εξω του αμπελωνοσ	εξω του αμπελωνοσ
233	Mark 12:8	Matt 21:39	0.726815	8	insert		και απεκτειναν
234	Mark 12:9	Matt 21:40	0.53714	1	replace	τι ποιησει	οταν ουν ελθη
234	Mark 12:9	Matt 21:40	0.53714	2	equal	ο κυριοσ του αμπελωνοσ	ο κυριοσ του αμπελωνοσ
234	Mark 12:9	Matt 21:40	0.53714	3	replace	ελευσεται και απολεσει τουσ γεωργουσ και δωσει τον αμπελωνα αλλοισ	τι ποιησει τοισ γεωργοισ εκεινοισ
235	Mark 12:10	Matt 21:42	0.589696	1	replace	ουδε την γραφην ταυτην	λεγει αυτοισ ο ιησουσ ουδεποτε
235	Mark 12:10	Matt 21:42	0.589696	2	equal	ανεγνωτε	ανεγνωτε
235	Mark 12:10	Matt 21:42	0.589696	3	insert		εν ταισ γραφαισ
235	Mark 12:10	Matt 21:42	0.589696	4	equal	λιθον ον απεδοκιμασαν οι οικοδομουντεσ ουτοσ εγενηθη εισ κεφαλην γωνιασ	λιθον ον απεδοκιμασαν οι οικοδομουντεσ ουτοσ εγενηθη εισ κεφαλην γωνιασ
235	Mark 12:10	Matt 21:42	0.589696	5	insert		παρα κυριου εγενετο αυτη και εστιν θαυμαστη εν οφθαλμοισ ημων
236	Mark 12:12	Matt 21:46	0.314747	1	equal	και	και
236	Mark 12:12	Matt 21:46	0.314747	2	replace	εζητουν	ζητουντεσ
236	Mark 12:12	Matt 21:46	0.314747	3	equal	αυτον κρατησαι	αυτον κρατησαι
236	Mark 12:12	Matt 21:46	0.314747	4	delete	και	
236	Mark 12:12	Matt 21:46	0.314747	5	equal	εφοβηθησαν	εφοβηθησαν
236	Mark 12:12	Matt 21:46	0.314747	6	replace	τον οχλον εγνωσαν γαρ οτι προσ αυτουσ την παραβολην ειπεν και αφεντεσ	τουσ οχλουσ επει εισ προφητην
236	Mark 12:12	Matt 21:46	0.314747	7	equal	αυτον	αυτον
236	Mark 12:12	Matt 21:46	0.314747	8	replace	απηλθον	ειχον
237	Mark 12:13	Matt 22:15	0.253155	1	replace	και αποστελλουσιν προσ	τοτε πορευθεντεσ οι φαρισαιοι συμβουλιον ελαβον οπωσ
237	Mark 12:13	Matt 22:15	0.253155	2	equal	αυτον	αυτον
237	Mark 12:13	Matt 22:15	0.253155	3	replace	τινασ των φαρισαιων και των ηρωδιανων ινα αυτον αγρευσωσιν	παγιδευσωσιν εν
237	Mark 12:13	Matt 22:15	0.253155	4	equal	λογω	λογω
238	Mark 12:14	Matt 22:16	0.554603	1	equal	και	και
238	Mark 12:14	Matt 22:16	0.554603	2	replace	ελθοντεσ λεγουσιν	αποστελλουσιν
238	Mark 12:14	Matt 22:16	0.554603	3	equal	αυτω	αυτω
238	Mark 12:14	Matt 22:16	0.554603	4	insert		τουσ μαθητασ αυτων μετα των ηρωδιανων λεγοντεσ
238	Mark 12:14	Matt 22:16	0.554603	5	equal	διδασκαλε οιδαμεν οτι αληθησ ει	διδασκαλε οιδαμεν οτι αληθησ ει
238	Mark 12:14	Matt 22:16	0.554603	6	insert		και την οδον του θεου εν αληθεια διδασκεισ
238	Mark 12:14	Matt 22:16	0.554603	7	equal	και ου μελει σοι περι ουδενοσ ου γαρ βλεπεισ εισ προσωπον ανθρωπων	και ου μελει σοι περι ουδενοσ ου γαρ βλεπεισ εισ προσωπον ανθρωπων
238	Mark 12:14	Matt 22:16	0.554603	8	delete	αλλ επ αληθειασ την οδον του θεου διδασκεισ εξεστιν δουναι κηνσον καισαρι η ου δωμεν η μη δωμεν	
239	Mark 12:15	Matt 22:18	0.34824	1	insert		γνουσ δε
239	Mark 12:15	Matt 22:18	0.34824	2	equal	ο	ο
239	Mark 12:15	Matt 22:18	0.34824	3	replace	δε ειδωσ	ιησουσ την πονηριαν
239	Mark 12:15	Matt 22:18	0.34824	4	equal	αυτων	αυτων
239	Mark 12:15	Matt 22:18	0.34824	5	delete	την υποκρισιν	
239	Mark 12:15	Matt 22:18	0.34824	6	equal	ειπεν	ειπεν
239	Mark 12:15	Matt 22:18	0.34824	7	delete	αυτοισ	
239	Mark 12:15	Matt 22:18	0.34824	8	equal	τι με πειραζετε	τι με πειραζετε
239	Mark 12:15	Matt 22:18	0.34824	9	replace	φερετε μοι δηναριον ινα ιδω	υποκριται
240	Mark 12:16	Matt 22:20	0.713981	1	delete	οι δε ηνεγκαν	
240	Mark 12:16	Matt 22:20	0.713981	2	equal	και λεγει αυτοισ τινοσ η εικων αυτη και η επιγραφη	και λεγει αυτοισ τινοσ η εικων αυτη και η επιγραφη
240	Mark 12:16	Matt 22:20	0.713981	3	delete	οι δε ειπαν αυτω καισαροσ	
241	Mark 12:17	Matt 22:21	0.620367	1	replace	ο δε ιησουσ ειπεν	λεγουσιν αυτω καισαροσ τοτε λεγει
241	Mark 12:17	Matt 22:21	0.620367	2	equal	αυτοισ	αυτοισ
241	Mark 12:17	Matt 22:21	0.620367	3	insert		αποδοτε ουν
241	Mark 12:17	Matt 22:21	0.620367	4	equal	τα καισαροσ	τα καισαροσ
241	Mark 12:17	Matt 22:21	0.620367	5	delete	αποδοτε	
241	Mark 12:17	Matt 22:21	0.620367	6	equal	καισαρι και τα του θεου τω θεω	καισαρι και τα του θεου τω θεω
241	Mark 12:17	Matt 22:21	0.620367	7	delete	και εξεθαυμαζον επ αυτω	
242	Mark 12:18	Matt 22:23	0.452165	1	replace	και ερχονται	εν εκεινη τη ημερα προσηλθον αυτω
242	Mark 12:18	Matt 22:23	0.452165	2	equal	σαδδουκαιοι	σαδδουκαιοι
242	Mark 12:18	Matt 22:23	0.452165	3	replace	προσ αυτον οιτινεσ λεγουσιν αναστασιν	λεγοντεσ
242	Mark 12:18	Matt 22:23	0.452165	4	equal	μη ειναι	μη ειναι
242	Mark 12:18	Matt 22:23	0.452165	5	insert		αναστασιν
242	Mark 12:18	Matt 22:23	0.452165	6	equal	και	και
242	Mark 12:18	Matt 22:23	0.452165	7	replace	επηρωτων	επηρωτησαν
242	Mark 12:18	Matt 22:23	0.452165	8	equal	αυτον	αυτον
242	Mark 12:18	Matt 22:23	0.452165	9	delete	λεγοντεσ	
243	Mark 12:19	Matt 22:24	0.492191	1	insert		λεγοντεσ
243	Mark 12:19	Matt 22:24	0.492191	2	equal	διδασκαλε μωυσησ	διδασκαλε μωυσησ
243	Mark 12:19	Matt 22:24	0.492191	3	replace	εγραψεν ημιν οτι	ειπεν
243	Mark 12:19	Matt 22:24	0.492191	4	equal	εαν	εαν
243	Mark 12:19	Matt 22:24	0.492191	5	replace	τινοσ αδελφοσ	τισ
243	Mark 12:19	Matt 22:24	0.492191	6	equal	αποθανη	αποθανη
243	Mark 12:19	Matt 22:24	0.492191	7	delete	και καταλιπη γυναικα και	
243	Mark 12:19	Matt 22:24	0.492191	8	equal	μη	μη
243	Mark 12:19	Matt 22:24	0.492191	9	replace	αφη τεκνον ινα λαβη	εχων τεκνα επιγαμβρευσει
243	Mark 12:19	Matt 22:24	0.492191	10	equal	ο αδελφοσ αυτου την γυναικα	ο αδελφοσ αυτου την γυναικα
243	Mark 12:19	Matt 22:24	0.492191	11	insert		αυτου
243	Mark 12:19	Matt 22:24	0.492191	12	equal	και	και
243	Mark 12:19	Matt 22:24	0.492191	13	replace	εξαναστηση	αναστησει
243	Mark 12:19	Matt 22:24	0.492191	14	equal	σπερμα τω αδελφω αυτου	σπερμα τω αδελφω αυτου
244	Mark 12:20	Matt 22:25	0.464832	1	insert		ησαν δε παρ ημιν
244	Mark 12:20	Matt 22:25	0.464832	2	equal	επτα αδελφοι	επτα αδελφοι
244	Mark 12:20	Matt 22:25	0.464832	3	delete	ησαν	
244	Mark 12:20	Matt 22:25	0.464832	4	equal	και ο πρωτοσ	και ο πρωτοσ
244	Mark 12:20	Matt 22:25	0.464832	5	replace	ελαβεν	γημασ ετελευτησεν και μη εχων σπερμα αφηκεν την
244	Mark 12:20	Matt 22:25	0.464832	6	equal	γυναικα	γυναικα
